Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  7.45     52.29    52.29                             ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4235 @ 8056cf5)
  [46] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4424 @ 80576ab) [701] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4021 @ 805651b) [1204] ContainerClass::initObjectEdgeAngles(PolygonClass*) (subroutines.cc:2312 @ 80504dc)
  [45] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4425 @ 80576c7) [246] ManipClass::checkPolygonPolygonIntersections(ContainerClass&, PolygonClass*, int, int) (subroutines.cc:4023 @ 8056525) [1170] ContainerClass::updateObjectAndVertexLog(int) (subroutines.cc:2209 @ 804ff76)
 [160] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4426 @ 80576df) [1164] ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3381 @ 8054658) [1205] ContainerClass::initObjectAndVertexLogFiles() (subroutines.cc:2091 @ 804fd3c)
  [30] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4427 @ 80576fd) [702] ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3408 @ 8054681) [1206] ContainerClass::OutitObjectAndVertexLogFiles() (subroutines.cc:2106 @ 804fd9c)
  [39] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4428 @ 805770c) [274] ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3410 @ 80546ad) [1207] ContainerClass::writeVertexClosestDistanceToFile() (subroutines.cc:2340 @ 8050574)
 [138] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4436 @ 8057730) [703] ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3425 @ 8054779) [509] ContainerClass::writeVertexClosestDistanceToFile() (subroutines.cc:2375 @ 8050671)
 [435] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4437 @ 805774d) [580] ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3453 @ 805484d) [749] ContainerClass::writeVertexClosestDistanceToFile() (subroutines.cc:2364 @ 80506c6)
 [466] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4438 @ 805776a) [441] ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3463 @ 80548fe) [1171] ContainerClass::computeObjectEdgeAngleForceEnergy(PolygonClass*) (subroutines.cc:2326 @ 8050528)
 [334] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4439 @ 8057787) [704] ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3474 @ 80549d3) [1208] ContainerClass::init() (subroutines.cc:2053 @ 804fb22)
 [378] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4440 @ 80577a8) [705] ManipClass::findNice(ContainerClass&, PolygonClass*, SpaceClass&) (subroutines.cc:3479 @ 8054a09) [1209] ContainerClass::fileInit() (subroutines.cc:2225 @ 804ffea)
 [467] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4441 @ 80577c9) [1192] ManipClass::ManipClass() (mesh_manip.cc:187 @ 805a6be) [1210] ContainerClass::fileOutit() (subroutines.cc:2247 @ 80501ac)
  [95] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4442 @ 80577ea) [1193] ManipClass::~ManipClass() (mesh_manip.cc:187 @ 805a6f6) [1211] ContainerClass::ContainerClass() (mesh_manip.cc:63 @ 805a5fe)
 [161] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4407 @ 80577f2) [1156] SpaceClass::boundWorld(ContainerClass&, int) (subroutines.cc:2809 @ 8052a48) [1212] ContainerClass::~ContainerClass() (subroutines.cc:2389 @ 80507da)
 [121] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4452 @ 80577ff) [279] SpaceClass::boundWorld(ContainerClass&, int) (subroutines.cc:2842 @ 8052b4d) [770] BoxClass::addPolygon(int&) (subroutines.cc:610 @ 804ad88)
 [116] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4453 @ 8057817) [706] SpaceClass::boundWorld(ContainerClass&, int) (subroutines.cc:2843 @ 8052b8a) [426] BoxClass::addPolygon(int&) (subroutines.cc:617 @ 804ad95)
  [89] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4454 @ 8057842) [581] SpaceClass::boundWorld(ContainerClass&, int) (subroutines.cc:2844 @ 8052bc7) [484] BoxClass::addPolygon(int&) (subroutines.cc:619 @ 804ada3)
  [90] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4455 @ 8057870) [633] SpaceClass::boundWorld(ContainerClass&, int) (subroutines.cc:2910 @ 8052f86) [450] BoxClass::addPolygon(int&) (subroutines.cc:620 @ 804adbd)
 [228] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4456 @ 805789e) [1157] SpaceClass::updateFile(int) (subroutines.cc:3298 @ 8054236) [750] BoxClass::addPolygon(int&) (subroutines.cc:624 @ 804adc8)
 [189] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4452 @ 80578a6) [644] SpaceClass::recordPolygon(int*, int, int) (subroutines.cc:3187 @ 8053d2c) [609] BoxClass::addPolygon(int&) (subroutines.cc:631 @ 804ae0e)
 [171] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4464 @ 80578bb) [707] SpaceClass::recordPolygon(int*, int, int) (subroutines.cc:3193 @ 8053d37) [526] BoxClass::addPolygon(int&) (subroutines.cc:632 @ 804ae17)
  [57] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4465 @ 80578d0) [280] SpaceClass::recordPolygon(int*, int, int) (subroutines.cc:3194 @ 8053d48) [380] BoxClass::addPolygon(int&) (subroutines.cc:633 @ 804ae28)
 [199] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4464 @ 8057920) [539] SpaceClass::recordPolygon(int*, int, int) (subroutines.cc:3193 @ 8053d7a) [751] BoxClass::addPolygon(int&) (subroutines.cc:632 @ 804ae4a)
 [658] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4469 @ 805792a) [582] SpaceClass::recordPolygon(int*, int, int) (subroutines.cc:3197 @ 8053d81) [485] BoxClass::addPolygon(int&) (subroutines.cc:647 @ 804aebf)
 [129] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4474 @ 8057934) [643] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3202 @ 8053d84) [381] BoxClass::addPolygon(int&) (subroutines.cc:648 @ 804aed0)
 [436] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4475 @ 8057951) [360] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3210 @ 8053d92) [752] BoxClass::addPolygon(int&) (subroutines.cc:647 @ 804aef2)
 [111] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4476 @ 8057959) [409] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3211 @ 8053d9c) [753] BoxClass::addPolygon(int&) (subroutines.cc:654 @ 804af24)
  [29] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4477 @ 805796e) [460] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3212 @ 8053da9) [610] BoxClass::addPolygon(int&) (subroutines.cc:656 @ 804af2a)
 [104] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4476 @ 80579d6) [787] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3213 @ 8053db6) [225] BoxClass::~BoxClass() (subroutines.cc:661 @ 804af54)
  [62] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4480 @ 80579e0) [442] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3215 @ 8053dd3) [64] BoxClass::~BoxClass() (subroutines.cc:663 @ 804af5f)
  [97] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4481 @ 80579f5) [583] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3216 @ 8053de3) [298] BoxClass::~BoxClass() (subroutines.cc:665 @ 804af74)
 [146] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4482 @ 8057a01) [584] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3217 @ 8053df0) [364] BoxClass::~BoxClass() (subroutines.cc:665 @ 804af52)
 [141] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4474 @ 8057a0d) [708] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3218 @ 8053e00) [1134] EdgeClass::initAngles(PolygonClass*) (subroutines.cc:1108 @ 804c460)
 [153] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4486 @ 8057a1a) [623] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3221 @ 8053e10) [814] EdgeClass::initAngles(PolygonClass*) (subroutines.cc:1110 @ 804c46b)
 [102] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4487 @ 8057a2f) [533] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3223 @ 8053e4b) [634] EdgeClass::initAngles(PolygonClass*) (subroutines.cc:1111 @ 804c474)
 [173] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4486 @ 8057a5b) [788] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3226 @ 8053e6a) [1123] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1139 @ 804c5a2)
 [369] ManipClass::computeClosest(ContainerClass&, PolygonClass*, SpaceClass&, int, double*, double*) (subroutines.cc:4490 @ 8057a65) [789] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3227 @ 8053e76) [417] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1146 @ 804c5b1)
 [1127] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3501 @ 8054a6c) [709] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3228 @ 8053e7f) [611] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1147 @ 804c5d2)
 [468] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3506 @ 8054a7d) [182] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3234 @ 8053eaf) [612] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1148 @ 804c5f3)
 [469] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3517 @ 8054aa4) [410] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3235 @ 8053ed3) [237] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1149 @ 804c614)
 [553] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3523 @ 8054b20) [443] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3236 @ 8053ef7) [451] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1150 @ 804c635)
 [554] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3524 @ 8054b2f) [585] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3237 @ 8053f1b) [613] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1151 @ 804c656)
 [555] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3526 @ 8054b4e) [710] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3238 @ 8053f3f) [527] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1152 @ 804c677)
 [659] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3531 @ 8054b5b) [478] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3239 @ 8053f63) [486] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1153 @ 804c6aa)
 [660] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3532 @ 8054b6a) [711] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3244 @ 8053f87) [635] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1157 @ 804c6dd)
 [661] ManipClass::findClosestAxis(double*, double*) (subroutines.cc:3531 @ 8054b8d) [204] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3246 @ 8053f8d) [815] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1158 @ 804c6fd)
 [645] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4136 @ 8056858) [790] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3260 @ 8054095) [754] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1161 @ 804c737)
 [278] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4147 @ 8056869) [791] SpaceClass::checkBoxOverlap(double**, int, bool*) (subroutines.cc:3263 @ 805409b) [755] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1162 @ 804c749)
 [556] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4159 @ 80568a0) [771] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2916 @ 8052f8e) [756] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1163 @ 804c75b)
 [437] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4160 @ 80568af) [243] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2924 @ 8052f9d) [452] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1165 @ 804c76d)
 [499] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4159 @ 80568f1) [272] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2925 @ 8052faa) [757] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1166 @ 804c787)
 [316] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4167 @ 8056907) [386] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2926 @ 8052fba) [614] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1167 @ 804c7a4)
 [662] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4180 @ 80569cd) [792] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2927 @ 8052fca) [382] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1169 @ 804c7c1)
 [776] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4182 @ 80569e1) [712] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2930 @ 8053000) [487] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1170 @ 804c7ef)
 [628] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4183 @ 80569ea) [713] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2931 @ 8053010) [615] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1175 @ 804c81c)
 [777] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4186 @ 80569fe) [714] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2932 @ 8053023) [616] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1178 @ 804c872)
 [778] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4187 @ 8056a0b) [638] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2933 @ 8053036) [308] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1180 @ 804c89d)
 [515] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4189 @ 8056a25) [495] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2934 @ 8053055) [528] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1181 @ 804c8b7)
 [557] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4191 @ 8056a5d) [541] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2935 @ 8053077) [510] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1184 @ 804c8d3)
 [663] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4193 @ 8056a79) [248] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2940 @ 8053099) [350] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1185 @ 804c8ec)
 [537] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4195 @ 8056a83) [366] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2941 @ 80530dc) [252] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1188 @ 804c91c)
 [339] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4196 @ 8056a97) [793] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2942 @ 805311f) [310] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1189 @ 804c941)
 [390] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4197 @ 8056ab5) [411] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2943 @ 8053162) [263] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1190 @ 804c966)
 [281] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4198 @ 8056ac6) [444] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2944 @ 80531a5) [365] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1191 @ 804c98b)
 [196] ManipClass::findClosestVertex(ContainerClass&, PolygonClass*, SpaceClass&, int, int) (subroutines.cc:4199 @ 8056ad9) [361] SpaceClass::computeBoxesToCheck(double**, int*&, int&) (subroutines.cc:2945 @ 80531e8) [287] EdgeClass::computeAngleForceEnergy(PolygonClass*) (subroutines.cc:1192 @ 804c9b3)
